trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
346,False,"{'a': 0.9931038193427228, 'e': 0.03142976201836771}",25,14,19.542342055548623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.993083957266336, 'e': 0.03111703066106086}",20,11,12.712560951359858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9930640955871907, 'e': 0.030807411032751076}",20,16,7.6799557189661165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.9930442343052789, 'e': 0.030500872171217483}",30,16,20.299384220487536,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9930243734205928, 'e': 0.0301973834223185}",20,13,14.409178493073645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9930045129331243, 'e': 0.029896914436926308}",20,15,8.619653040056864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9929846528428656, 'e': 0.029599435167892}",20,7,20.97686031539023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9929647931498088, 'e': 0.029304915867040746}",20,2,31.383494393800483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9929449338539458, 'e': 0.029013327082197053}",25,17,18.938355774342384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9929250749552686, 'e': 0.028724639654239423}",25,14,21.169699358097677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9929052164537695, 'e': 0.028438824714184505}",20,11,13.902338816488605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9928853583494405, 'e': 0.028155853680300096}",35,21,28.163835691059838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9928655006422734, 'e': 0.027875698255247015}",30,12,35.69519799660631,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9928456433322606, 'e': 0.027598330423249287}",20,9,19.4691518340464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9928257864193939, 'e': 0.02732372244729256}",20,8,24.717031846568172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9928059299036655, 'e': 0.027051846866350416}",25,13,22.90673171519284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9927860737850673, 'e': 0.026782676492638175}",35,22,23.88367960710322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9927662180635917, 'e': 0.02651618440889418}",25,19,5.249198433151627,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9927463627392303, 'e': 0.02625234396568796}",30,19,21.874404092599367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9927265078119756, 'e': 0.025991128778755347}",20,13,13.710609361012299,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9927066532818193, 'e': 0.02573251272635994}",25,17,13.749628404197496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9926867991487537, 'e': 0.025476469946681016}",20,11,2.532865534187518,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.9926669454127707, 'e': 0.025222974835227212}",20,16,8.256775182960647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9926470920738624, 'e': 0.024972002042276155}",25,20,9.771762343597597,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9926272391320209, 'e': 0.024723526470339388}",35,15,-6.445983831396294,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.9926073865872382, 'e': 0.02447752327165267}",30,22,15.13069235076964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9925875344395064, 'e': 0.024233967845691113}",20,7,19.2889371695688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9925676826888177, 'e': 0.023992835836709175}",25,19,11.588630236163702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9925478313351639, 'e': 0.023754103131304997}",25,6,18.02309939256214,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.9925279803785372, 'e': 0.023517745856009107}",30,13,27.592096786040536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9925081298189296, 'e': 0.023283740374897}",20,14,11.959418824512463,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9924882796563331, 'e': 0.02305206328722557}",20,13,13.80304893112555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99246842989074, 'e': 0.02282269142509297}",25,13,21.785123074828906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9924485805221421, 'e': 0.022595601851121864}",20,8,19.796609439720694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9924287315505317, 'e': 0.02237077185616559}",30,15,29.86735218540211,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9924088829759007, 'e': 0.022148178957037315}",20,16,7.340393040581692,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9923890347982411, 'e': 0.02192780089426161}",35,24,22.303640397173794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9923691870175452, 'e': 0.02170961562984857}",25,8,36.53866098891659,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.9923493396338048, 'e': 0.021493601345089923}",20,11,12.86074864973602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9923294926470121, 'e': 0.02127973643837717}",20,0,11.528956264716122,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.9923096460571591, 'e': 0.021067999523041434}",25,20,9.38816064328733,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9922897998642379, 'e': 0.02085836942521472}",25,8,26.6469044240559,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9922699540682406, 'e': 0.020650825181712566}",25,5,36.4534362421039,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.9922501086691593, 'e': 0.020445346037937653}",20,15,0.5685800168410204,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9922302636669859, 'e': 0.02024191144580439}",25,14,19.61556959549646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9922104190617125, 'e': 0.020040501061684014}",20,10,14.278903904410932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9921905748533313, 'e': 0.019841094744370288}",20,10,16.629501134619222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9921707310418342, 'e': 0.019643672553065292}",20,15,9.290762209977622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9921508876272133, 'e': 0.01944821474538539}",20,8,8.284155289533409,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.9921310446094608, 'e': 0.01925470177538692}",30,22,13.281056152684311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9921112019885685, 'e': 0.019063114291611637}",25,17,14.366287763383973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9920913597645288, 'e': 0.018873433135151486}",25,11,24.197681543739687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9920715179373334, 'e': 0.018685639337732773}",30,16,25.446155088489313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9920516765069747, 'e': 0.018499714119819242}",30,17,24.81744917354633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9920318354734445, 'e': 0.01831563888873418}",20,8,19.21627371312254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.992011994836735, 'e': 0.018133395236801075}",20,0,30.771079429058823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.9919921545968382, 'e': 0.01795296493950285}",20,5,27.911750915594055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9919723147537463, 'e': 0.01777432995365944}",25,16,17.28819829608158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9919524753074512, 'e': 0.017597472415623393}",20,13,12.372944130007085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.991932636257945, 'e': 0.017422374639493515}",20,2,25.325323646562627,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9919127976052199, 'e': 0.017249019115346265}",30,19,18.285261804296905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9918929593492677, 'e': 0.017077388507484793}",20,10,15.521701430820114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9918731214900808, 'e': 0.01690746565270528}",30,18,24.091492543812848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9918532840276509, 'e': 0.016739233558580632}",25,11,29.08908921024651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9918334469619703, 'e': 0.016572675401761255}",25,14,23.172447807464877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9918136102930311, 'e': 0.016407774526292645}",20,2,32.87792451510268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9917937740208252, 'e': 0.01624451444194987}",30,18,24.682030962895123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9917739381453448, 'e': 0.016082878822588433}",20,7,23.553703677995372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9917541026665818, 'e': 0.015922851504511698}",20,15,10.993933964298826,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9917342675845284, 'e': 0.015764416484854486}",25,17,14.399579042540783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9917144328991767, 'e': 0.01560755791998283}",30,0,43.74599509440884,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.9916945986105188, 'e': 0.015452260123909515}",20,13,12.909598225535134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9916747647185465, 'e': 0.015298507566725518}",25,10,23.201381297320818,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.9916549312232521, 'e': 0.01514628487304698}",25,17,16.259406000469234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9916350981246277, 'e': 0.014995576820477703}",30,1,41.80323755840354,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.9916152654226651, 'e': 0.014846368338086832}",20,12,14.456559961626667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9915954331173567, 'e': 0.014698644504901784}",20,9,21.705300255607703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9915756012086943, 'e': 0.014552390548416123}",30,21,15.691861784083507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9915557696966701, 'e': 0.01440759184311235}",20,14,13.648030504195905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9915359385812762, 'e': 0.014264233908999256}",30,22,16.29517255614018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9915161078625045, 'e': 0.014122302410163962}",35,16,33.59299051142076,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9914962775403472, 'e': 0.013981783153338296}",25,15,18.533284211912743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9914764476147964, 'e': 0.013842662086479501}",25,16,14.699673948309076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9914566180858441, 'e': 0.013704925297364945}",25,10,28.57744742780029,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9914367889534824, 'e': 0.013568559012200934}",20,13,14.585237888114834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9914169602177033, 'e': 0.013433549594245302}",25,14,18.761295923288834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.9913971318784989, 'e': 0.013299883542443767}",20,13,11.931461051379362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9913773039358613, 'e': 0.013167547490079751}",20,12,16.531080657756068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9913574763897826, 'e': 0.013036528203437736}",25,15,22.047772411239016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.9913376492402548, 'e': 0.012906812580479862}",20,13,16.911907572678782,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.99131782248727, 'e': 0.01277838764953576}",20,0,32.954403016516174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9912979961308201, 'e': 0.012651240568005305}",20,0,32.82523594358079,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.9912781701708975, 'e': 0.012525358621074385}",25,13,21.278154076033296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9912583446074941, 'e': 0.012400729220443406}",20,9,20.975109614699118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9912385194406019, 'e': 0.012277339903068436}",20,10,20.439286790987072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.9912186946702131, 'e': 0.012155178329914935}",20,0,25.829948007295535,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.9911988702963197, 'e': 0.012034232284723775}",20,16,8.03224519427585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9911790463189137, 'e': 0.011914489672789647}",30,20,17.490202987588916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9911592227379873, 'e': 0.011795938519751562}",25,14,21.531049560644075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9911393995535326, 'e': 0.011678566970395442}",25,9,29.30254180517434,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9911195767655414, 'e': 0.011562363287468536}",30,13,20.51901227554152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'a': 0.9910997543740061, 'e': 0.01144731585050571}",20,10,16.116938916360354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9910799323789187, 'e': 0.011333413154667387}",35,15,21.97152613939861,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.991060110780271, 'e': 0.011220643809589084}",25,0,42.43309713822196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.9910402895780553, 'e': 0.011108996538242306}",25,16,18.739518422715864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.9910204687722638, 'e': 0.010998460175806881}",25,0,31.938114563734246,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.9910006483628884, 'e': 0.01088902366855444}",30,11,32.37697473514222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9909808283499211, 'e': 0.010780676072743084}",25,17,17.92495694626093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.990961008733354, 'e': 0.010673406553522925}",20,14,14.840704714267908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9909411895131793, 'e': 0.010567204383852655}",25,14,20.697762295220073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9909213706893891, 'e': 0.010462058943426795}",20,0,31.626752711082936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9909015522619753, 'e': 0.010357959717613696}",20,8,22.76158168961168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.9908817342309301, 'e': 0.010254896296404022}",25,7,33.55994702933058,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9908619165962453, 'e': 0.010152858373369763}",20,12,14.682101885736564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9908420993579135, 'e': 0.010051835744633576}",25,17,14.139285679541347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9908222825159263, 'e': 0.00995181830784842}",25,13,25.90806898968885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,7.839492885808516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,19.102509473828036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,12.927227876335943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,11.4401727042705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,20,7.935334499148867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,16.57574831885475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,21,29.626180284580315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,15.427704200152583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,23.727957805068332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,19.024464475211833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
